names,reviews,addr1,addr2,review_num,pic_url
은행나무손칼국수,  좋아요 맛있어요 굿 인생 최악의 칼국수 굳 진짜 수수하고 맛있는 손칼국수      배부른데 밥까지 말아 먹는 내 모습에 경악    우연히 들렀다가 만난 맛집입니다  손으로 직접 반죽하셔서 쫀득  국물은 시원  가격은 저렴  최고에요   아참 김치도 맛있음다 ,고양시,가좌동,7,https://pcmap.place.naver.com/restaurant/1161349464/photo?entry=bmp&from=map&fromPanelNum=2&timestamp=202402081437&x=126.7230226&y=37.6995432
