names,reviews,addr1,addr2,review_num,pic_url
피자스쿨 일산탄현점,  아이다 먹고싶다해서 포장해서 왔어요    금방나오고 따끈하니 맛있어요    가성비 좋아요  피자 가성비 갑  맛도존맛탱 도이치바이트       원입니다 가성비좋은 피자 맛있습니다 맨날 먹고싶네요 좋아요 고구마피자가 맛있어요 항상 먹는 가성비 맛집 피자가 갑자기 당길 땐 피자스쿨   기본이 충실한 곳  가격도 싸고  맛도 좋고     포장하기 좋네요 정말맛있게잘먹었어용      좋아요 신메뉴 불닭고구마 바로 먹었어요 사장님 불친절해서 아쉽네요 좋아요 맛있어요 피자스쿨 맛있지   피자스쿨은 최고예요   피자스쿨 가성비 좋죠  갈릭디핑이 진짜 맛나요  피자사진을 못찍었네요  고구마랑 페퍼로니요 굿 사장님도 친절하시고 맛있게 먹었습니다  사장님 친절하셔요 아이랑 맛있게 먹었어요  굿 굿 고구마피자에 중독됐어요    좋아요 피자스쿨 고구마피자가 아른아른거려서 먹으러 갔어요 진짜 맛있어용    존맛탱     늘 여기서 포장해가요   항상 친절하셔서 너무 감사해요 맛있어요  치즈도 꽤나 있습니다  돟아요 역시 가성비는 피자스쿨이죠    그럭저럭 무난한데 가성비가 그리 좋은건잘    저렴하고 맛있어서 맛있어요 굿 저렴하고 맛있어요 맛있어요 좋아요 귯 사장님 친절하셔서 조아용 근데 이제 피클을 사야한다는게 마음아프네요    좋아요 굿굿 맛있어요 가성비 좋아요 굿 굿 좋아요 맛있어요 두분 내외가 차분하게 잘 응대해주세요 굿 굿 좋아요 피자는 피자스쿨 맛있어요 좋아요 좋아요 굿 굿 맛있어요   좋아요 맛있어용   굿 맛있어서 자주 포장해서 먹어요 너무 친절하세용 좋아요 고구마 피자에 치즈바이트로 바꿔 먹었는데 너무 맛있어요     가격 올랐지만 그래두 저렴하고 맛나서 좋은 것 같아용  피자는 맛있는데 가게 아주머니께서 기분이 많이 안좋으셨나봅니다       사장님 친절하시고 좋으시네요 잘먹고갑니다   굿 토핑도 넘 적고  다신 안가는게 답 굿 맛있어용 항상 친절하고 맛있어요    피자스쿨은 가성비킹 맛나요 너무 맛있게 잘 먹었습니다    피자도 맛나고 부부사장님 두분이 너무 친절하신 울동네맛집 좋아요 굿  굿 굳 가성비 좋고  두분 일하시는 모습이 편해 보입니다  굿 맛있어요 고구마피자 좋아요 굿   피클도 안주네요  가성비로 괜찮음 신메뉴가 원래 그런맛인거겠죠  시큼하고 느끼해서 별로였어요    그리고 올리브 아 주 얇게 썬거 한조각에    개 들어가있네요  많이 좀 넣어주셨으면     자주가요 자주 가는 갑니다  오늘도 굿 맛있어요 저렴하고 맛있어요 좋아요   포테이토에 치즈크러스트 짱맛이예요 저렴해서 좋은데 맛도 있어요 치즈크러스트 추가해서 디핑 소스 찍어 먹으니 완전 맛있어요 맛있어요 싸고 맛있어용   치즈토핑 더 했어야했지만 괜찮았음 친절해요 만족해요  어릴적 천원대 피자는 더이상 찾을수없지만 여전히 저렴하고 맛있습니다 저렴하고 맛나요 좋아요 좋아요 좋아요              좋아요좋아요좋아요좋아요 고구마 피자는 역시 피자스쿨   너무 맛있어요    친절하고 피자 맛있어요  항상 맛있다 싸지만 맛있어요 스파게티도 맛있는데 오늘은 조금 맛이 덜하네요   맛있어요 사장님 친절하세요 맛있어용 맛있어요 맛있어요 최고      맛있어요 피자가 너무 너무 맛있어요 여긴 변함없이 맛있는곳 맛있어요 맛있아요  맛있어요 맛있어요,고양시,탄현동,128,https://pcmap.place.naver.com/restaurant/18408302/photo?entry=bmp&from=map&fromPanelNum=2&timestamp=202402081447&x=126.7636582&y=37.6919381
